,ECO Code,ECO Name,Number of Master Games,Number of f6 moves,SF Eval,No f6 Eval,No f6 Delta,Colour
1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4 Nf6 6. Nc3 Bb4 7. Bd3 Nc6 8. Bc2,B41,"Sicilian Defense: Kan Variation, MarÃ³czy Bind, Bronstein Variation",25,0,-12,-15,,
1. e4 g6 2. d4 Bg7 3. Nc3 b6,B06,"Modern Defense: Mongredien Defense, with Nc3",25,0,120,123,,
1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. Bb5+ c6 7. dxc6 bxc6 8. Be2 h6 9. Nf3 e4 10. Ne5 Qc7,C59,"Italian Game: Two Knights Defense, Polerio Defense, GÃ¶ring Variation",25,0,22,16,,
1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bc4 e6 7. Be3 Be7 8. Bb3 O-O 9. O-O Na5 10. f4 b6,B89,"Sicilian Defense: Sozin Attack, Main Line, Sherbakov Variation",25,0,13,12,,
1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. Nf3 Bg4 6. Be2,B03,"Alekhine Defense: Modern Variation, Alekhine Gambit",25,0,-5,18,,
1. d4 Nf6 2. g4 Nxg4,A45,Indian Defense: Gibbins-Weidenhagen Gambit Accepted,25,0,-79,-68,,
1. e4 e5 2. Nf3 d6 3. d4 Nd7 4. Bc4 c6 5. c3,C41,"Philidor Defense: Hanham Variation, Delmar Variation",25,0,46,36,,
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Nb8 10. d4 Nbd7 11. Nh4,C95,"Ruy Lopez: Closed, Breyer Defense",24,0,2,10,,
1. e4 c5 2. b4 cxb4 3. Bb2,B20,"Sicilian Defense: Wing Gambit, Abrahams Variation",24,0,-65,-54,,
1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Bc4,B54,"Sicilian Defense: Modern Variations, Ginsberg Gambit",24,0,-2,-4,,
1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. dxc5 d4 6. Na4 b5,D32,Tarrasch Defense: Tarrasch Gambit,24,0,-31,-33,,
1. f4 e5 2. fxe5 Nc6,A02,Bird Opening: Schlechter Gambit,24,0,58,65,,
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. d4 g4 5. Ne5,C37,King's Gambit Accepted: SÃ¶rensen Gambit,24,0,-70,-56,,
1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. f3,B15,Caro-Kann Defense: Rasa-Studier Gambit,24,0,-67,-53,,
1. e4 c5 2. d4 cxd4 3. c3 e5,B21,"Sicilian Defense: Smith-Morra Gambit Declined, Center Formation",24,0,8,10,,
1. d4 Nf6 2. Nf3 c5 3. d5 c4,A43,Benoni Defense: Hawk Variation,24,0,146,150,,
1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4 Bg7 6. Nc2 d6 7. Be2 Nh6,B37,"Sicilian Defense: Accelerated Dragon, Simagin Variation",24,0,25,25,,
1. d4 d5 2. f4,D00,Queen's Pawn Game: Mason Attack,24,0,-59,-53,,
1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. d5 d6 5. e4 Bxc3+ 6. bxc3 Qa5,A40,"Pterodactyl Defense: Central, Benoni Beefeater Pterodactyl",24,0,109,123,,
1. e4 c5 2. b4 cxb4 3. a3 d5 4. exd5 Qxd5 5. Nf3 e5 6. Bb2 Nc6 7. c4 Qe6,B20,"Sicilian Defense: Wing Gambit, Romanian Defense",24,0,-24,-35,,
1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4 Ne4 8. Bxe7 Qxe7 9. cxd5 Nxc3 10. bxc3 exd5 11. Qb3 Rd8 12. c4 Be6,D57,"Queen's Gambit Declined: Lasker Defense, Bernstein Variation, Mar del Plata Gambit",24,0,-8,3,,
1. Nf3 d6 2. e4 Bg4,A04,Zukertort Opening: Wade Defense,24,0,90,100,,
1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. Qg4,C11,"French Defense: Steinitz Variation, Gledhill Attack",24,0,-53,0,,
1. e4 e5 2. Nf3 Nc6 3. c3 d5 4. Qa4 Nf6,C44,Ponziani Opening: Leonhardt Variation,23,0,9,14,,
1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 b5 6. Bf1 h6 7. Nxf7,C57,"Italian Game: Two Knights Defense, Ulvestad Variation, Kurkin Gambit",23,0,134,125,,
1. e4 e5 2. f4 d5 3. Nf3,C31,"King's Gambit Declined: Falkbeer Countergambit, Blackburne Attack",23,0,-22,-18,,
1. e4 e5 2. Nc3 Nf6 3. f4 d5 4. exd5 e4 5. d3 Bb4 6. Bd2 e3,C31,"King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Morphy Defense",23,0,0,6,,
1. e4 d6 2. d4 Nf6 3. Nc3 Nbd7 4. Nf3 e5 5. Bc4 Be7 6. dxe5 dxe5 7. Bxf7+,C41,"Philidor Defense: Lion Variation, Delayed Bishop Sacrifice",23,0,-53,-75,,
1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. O-O d6 7. d4 Bb6,C52,"Italian Game: Evans Gambit, Lasker Defense",23,0,-21,-2,,
1. d4 d5 2. c4 e6 3. Nc3 c6 4. e3 Nf6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 a6 9. e4 b4,D48,"Semi-Slav Defense: Meran Variation, Pirc Variation",23,0,47,48,,
1. e4 d5 2. Nf3,A06,Zukertort Opening: Tennison Gambit,23,0,-110,-101,,
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. d4 g4 5. Ne5 Qh4+ 6. g3,C37,"King's Gambit Accepted: Rosentreter Gambit, Bird Gambit",23,0,-68,-51,,
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Qe7,C39,"King's Gambit Accepted: Kieseritzky Gambit, Rosenthal Defense",23,0,-22,-18,,
1. e4 e5 2. Nf3 Nc6 3. Nc3 Bb4 4. Nd5 Nf6,C46,Three Knights Opening: Schlechter Variation,23,0,49,69,,
1. Nc3 g6 2. h4,A00,Van Geet Opening: Myers Attack,23,0,0,9,,
1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5 Qb6,B13,"Caro-Kann Defense: Panov Attack, Modern Defense, Reifir-Spielmann Line",22,0,88,76,,
1. Nf3 a6,A04,Zukertort Opening: St. George Defense,22,0,44,49,,
1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. exd5 Qxd5 6. Bxf6 gxf6 7. Qd2 Qa5,C12,"French Defense: MacCutcheon Variation, Bogoljubow Variation",22,0,29,34,,
1. d4 Nf6 2. c4 c5 3. d5 b5 4. e4,A57,Benko Gambit Declined: HjÃ¸rring Countergambit,22,0,-26,-16,,
1. e4 Nf6 2. Bc4,B02,Alekhine Defense: Krejcik Variation,22,0,-115,-112,,
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 d6 7. Bg5 Ne7 8. Nh4 c6 9. Bc4 d5 10. Bb3 Qd6,C49,"Four Knights Game: Spanish Variation, Symmetrical Variation, Blake Variation",22,0,17,11,,
1. e4 e5 2. Nf3 d6 3. Bc4 Be7 4. c3,C41,Philidor Defense: Steinitz Variation,22,0,7,11,,
1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. Nc3 Bb7 5. a3 d5 6. cxd5 Nxd5 7. e4,E12,"Queen's Indian Defense: Kasparov-Petrosian Variation, Polovodin Gambit",22,0,-73,-36,,
1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. c3 dxc3 5. Bc4 Nf6 6. Nxc3 Bb4,C44,"Scotch Game: GÃ¶ring Gambit, Bardeleben Variation",22,0,6,52,,
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Nd4 5. Nxe5 Bc5 6. O-O O-O,C48,"Four Knights Game: Spanish Variation, Rubinstein Variation, Marshall Variation",22,0,54,58,,
1. e4 c5 2. Nf3 h6,B27,Sicilian Defense: BÃ¼cker Variation,22,0,71,65,,
1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nb5 Bb4+ 6. Bd2,C45,Scotch Game,22,0,44,51,,
1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bf5,D00,Blackmar-Diemer Gambit Accepted: Gunderam Defense,22,0,-44,-52,,
1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. e3 Bb7 5. Bd3 c5 6. O-O Be7 7. b3 O-O 8. Bb2 cxd4 9. Nxd4,E14,Queen's Indian Defense: Averbakh Variation,21,0,-7,0,,
1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. d3 h6 7. Nf3 e4 8. Qe2 Nxc4 9. dxc4 Bc5 10. Nfd2,C58,"Italian Game: Two Knights Defense, Polerio Defense, Yankovich Variation",21,0,-92,-65,,
1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Bc4,B15,Caro-Kann Defense: von Hennig Gambit,21,0,-53,-53,,
1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Qb6 6. Bd3 cxd4 7. cxd4 Bd7 8. O-O Nxd4 9. Ng5,C02,"French Defense: Advance Variation, Milner-Barry Gambit, SÃ¸rensen Variation",21,0,-97,-89,,
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5,C39,King's Gambit Accepted: Allgaier Gambit,21,1,-189,-169,,
1. e4 e5 2. Nf3 Nc6 3. d3 f5 4. exf5,C44,Latvian Gambit: Clam Gambit,21,0,-47,-51,,
1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. Bd2 Nfd7,C12,"French Defense: MacCutcheon Variation, Tartakower Variation",21,0,102,123,,
1. e4 g6 2. d4 Bg7 3. Nf3 b6,B06,"Modern Defense: Mongredien Defense, with Nf3",21,0,114,124,,
1. e4 e6 2. Nc3 d5 3. d4 Nf6 4. Bg5 Bb4 5. e5 h6 6. Bd2 Bxc3 7. bxc3 Ne4 8. Qg4 Kf8 9. Bc1,C12,"French Defense: MacCutcheon Variation, Duras Variation",21,0,21,22,,
1. e4 e5 2. Nf3 Nc6 3. Bc4 Be7 4. d4 exd4 5. c3 Nf6 6. e5 Ne4,C50,"Italian Game: Hungarian Defense, Tartakower Variation",21,0,80,66,,
1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. O-O Nd4 5. b4,C64,"Ruy Lopez: Classical Defense, Zaitsev Variation",21,0,29,34,,
1. e4 e5 2. Nf3 Nf6 3. d4 d5,C43,"Petrov's Defense: Modern Attack, Symmetrical Variation",21,0,56,52,,
1. e4 e5 2. Nf3 Nc6 3. c4,C44,King's Pawn Game: Dresden Opening,21,0,-49,-45,,
1. e4 c6 2. d4 Nf6,B12,Caro-Kann Defense: Masi Variation,21,0,100,119,,
1. Nf3 d5 2. d4 Nf6 3. c4 e6 4. Nc3 Be7 5. Bg5 O-O 6. e3 Nbd7 7. Rc1 c6 8. Qc2 Ne4,D64,"Queen's Gambit Declined: Orthodox Defense, Rubinstein Attack",20,0,19,19,,
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6 5. Nc3,C71,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense",20,0,29,32,,
1. b4 e5 2. Bb2 f6 3. e4,A00,Polish Opening: Tartakower Gambit,20,0,-67,-77,,
1. f4 b5,A02,Bird Opening: Myers Defense,20,0,9,16,,
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. Nc3 f6 6. d3,C68,"Ruy Lopez: Exchange Variation, Romanovsky Variation",20,0,-34,-26,,
1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Bg5,D00,Blackmar-Diemer Gambit: von Popiel Gambit,20,0,-62,-58,,
1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. Bxf6 Bxf6 6. e5 Be7 7. Qg4,C13,"French Defense: Classical Variation, Richter Attack",20,0,-84,-77,,
1. e4 e5 2. f4 exf4 3. Be2,C33,King's Gambit Accepted: Tartakower Gambit,20,0,-133,-129,,
1. e4 g6 2. d4 Bg7 3. Nc3 c6 4. Bc4 d6 5. Qe2,B06,Modern Defense: Anti-Modern,20,0,41,45,,
1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3 Bxc3+ 6. Qxc3 Nc6,E36,"Nimzo-Indian Defense: Classical Variation, Noa Variation, Botvinnik Variation",20,0,35,56,,
1. d4 e6 2. c4 c5 3. d5 exd5 4. cxd5 d6 5. Nc3 g6 6. e4 Bg7 7. Nf3 Ne7,A40,Benoni Defense: Franco-Sicilian Hybrid,20,0,133,139,,
1. e4 e6 2. d4 Nf6,C00,French Defense: Mediterranean Defense,20,0,113,119,,
1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. Qb3 dxc4 6. Qxc4 O-O 7. e4 b6,D97,"GrÃ¼nfeld Defense: Russian Variation, Levenfish Variation",20,0,166,192,,
1. c4 e6 2. Nf3 d5 3. g3 b6 4. Bg2 Bb7 5. O-O,A13,"English Opening: Agincourt Defense, Catalan Defense",20,0,1,8,,
1. e4 h6,B00,Carr Defense,20,0,76,73,,
1. e4 e5 2. d4 exd4 3. f4,C21,Center Game: Halasz-McDonnell Gambit,20,0,-127,-102,,
1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 e3,D00,Blackmar-Diemer Gambit Declined: Langeheinicke Defense,20,0,46,48,,
1. b3 Nf6 2. Bb2 g6 3. g4,A01,Nimzo-Larsen Attack: Spike Variation,19,0,-52,-46,,
1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 c6,D00,Blackmar-Diemer Gambit Declined: O'Kelly Defense,19,0,-30,-23,,
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 e6 5. Nbd2 Ne4 6. Bd3 f5,D30,Queen's Gambit Declined: Stonewall Variation,19,0,58,62,,
1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. Nc3,C51,"Italian Game: Evans Gambit, Morphy Attack",19,0,35,59,,
1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 cxd4 5. Qxd4 Nc6 6. Qd1 exd5 7. Qxd5 Be6,D32,Tarrasch Defense: von Hennig Gambit,19,0,45,61,,
1. e4 e5 2. c3,C20,King's Pawn Game: MacLeod Attack,19,0,-34,-22,,
1. e4 d5 2. exd5 Nf6 3. d4 Nxd5 4. c4 Nb4,B01,Scandinavian Defense: Kiel Variation,19,0,148,152,,
1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. f4 c5 6. dxc5 Bxc5 7. Qg4,C11,"French Defense: Steinitz Variation, Bradford Attack Variation",19,0,0,23,,
1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. c5,B13,"Caro-Kann Defense: Panov Attack, Gunderam Attack",19,0,-26,-25,,
1. e4 e5 2. Nf3 d6 3. d4 f5 4. Nc3,C41,"Philidor Defense: Philidor Countergambit, Zukertort Variation",19,0,126,124,,
1. e4 e5 2. Nf3 d6 3. d4 exd4 4. Bc4,C41,Philidor Defense: Morphy Gambit,19,0,18,35,,
1. e4 e5 2. f4 exf4 3. Bc4 Nf6 4. Nc3 Bb4 5. e5,C33,"King's Gambit Accepted: Bishop's Gambit, Paulsen Attack",19,0,-31,-12,,
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Bg5,D11,Slav Defense: Bonet Gambit,18,0,-29,-34,,
1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. g3 Bf5,D09,"Queen's Gambit Declined: Albin Countergambit, Fianchetto Variation, Bf5 Line",18,0,131,160,,
1. Nf3 h6,A04,Zukertort Opening: Basman Defense,18,0,67,72,,
1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. Nc3 Be7 5. Bg5 O-O 6. e3 Nbd7 7. Rc1 c6 8. Bd3 dxc4 9. Bxc4 Nd5 10. Bxe7 Qxe7 11. O-O Nxc3 12. Rxc3 e5 13. Qb1,D68,"Queen's Gambit Declined: Orthodox Defense, Classical Variation",18,0,23,41,,
1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Nc3 Nxe4 8. O-O Bxc3 9. d5 Bf6 10. Re1 Ne7 11. Rxe4 d6 12. Bg5 Bxg5 13. Nxg5 O-O 14. Nxh7,C54,"Italian Game: Giuoco Piano, Therkatz-Herzog Variation",18,0,0,0,,
1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Bd3,B15,Caro-Kann Defense: Alekhine Gambit,18,0,-33,-8,,
1. e4 e5 2. Nf3 Nc6 3. Nc3 f5,C46,Three Knights Opening: Winawer Defense,18,0,162,176,,
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 b5 5. Bb3 Na5 6. Bxf7+,C70,"Ruy Lopez: Morphy Defense, Norwegian Variation, Nightingale Gambit",18,0,-19,-6,,
1. e4 c5 2. Nf3 a6 3. d4 cxd4 4. c3,B28,"Sicilian Defense: O'Kelly Variation, Normal System, Smith-Morra Line",18,0,-7,-1,,
1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nxd5 6. Nxf7,C57,"Italian Game: Two Knights Defense, Fried Liver Attack",18,0,60,65,,
1. e4 c5 2. Nf3 e6 3. c3 Nf6 4. e5 Nd5 5. d4 Nc6,B40,"Sicilian Defense: Alapin Variation, Sherzer Variation",18,0,134,171,,
1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bb4 6. Bd3 e5,B40,"Sicilian Defense: Pin Variation, Jaffe Variation",18,0,60,66,,
1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 e5 5. Nf3,B01,"Scandinavian Defense: Anderssen Counterattack, Goteborg System",18,0,114,120,,
1. e4 d5 2. exd5 c6 3. dxc6 Nxc6,B01,Scandinavian Defense: Blackburne Gambit,18,0,83,108,,
1. e4 e5 2. Nf3 Nc6 3. c3 Be7,C44,Ponziani Opening: Romanishin Variation,18,0,85,90,,
1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6 9. Bc4 Bd7 10. O-O-O Qa5 11. h4 Rfc8 12. Bb3 h5,B79,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Soltis Variation",17,0,96,96,,
1. b4 e6 2. Bb2 Nf6 3. b5 a6 4. a4 axb5 5. axb5 Rxa1 6. Bxa1,A00,Polish Opening: Rooks Swap Line,17,0,-11,-5,,
1. Nf3 d5 2. d4 Nf6 3. c4 e6 4. Nc3 Be7 5. Bg5 O-O 6. e3 Nbd7 7. Rc1 b6 8. cxd5 exd5 9. Bb5,D63,"Queen's Gambit Declined: Orthodox Defense, Capablanca Variation",17,0,26,29,,
1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 a6 9. e4 c5 10. e5 cxd4 11. Nxb5 Nxe5 12. Nxe5 axb5 13. Qf3,D49,"Semi-Slav Defense: Meran Variation, Stahlberg Variation",17,0,20,17,,
1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 c5 5. cxd5 Qb6,D50,"Queen's Gambit Declined: Pseudo-Tarrasch Variation, Canal Variation",17,0,87,79,,
1. b4 e6 2. Bb2 Nf6 3. b5 b6,A00,Polish Opening: Queen's Indian Variation,17,0,9,12,,
1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 c5 5. dxc5 Bxc3+,E38,"Nimzo-Indian Defense: Classical Variation, Berlin Variation, Steiner Variation",17,0,97,118,,
1. d4 Nc6 2. d5 Nb8,A40,Montevideo Defense,17,0,89,93,,
1. e4 c6 2. Bc4,B10,Caro-Kann Defense: Hillbilly Attack,17,0,-40,-33,,
1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 g5,B03,"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",17,0,140,142,,
1. b3 b5,A01,Nimzo-Larsen Attack: Polish Variation,17,0,28,30,,
1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7 6. Qe2 d5,C67,"Ruy Lopez: Berlin Defense, Trifunovic Variation",17,0,124,146,,
1. a4,A00,Ware Opening,16,0,-23,-17,,
1. d4 d5 2. Nf3 Nf6 3. c4 e6 4. Nc3 Be7 5. Bg5 O-O 6. e3 Nbd7 7. Rc1 c6 8. Qc2 a6 9. cxd5,D65,"Queen's Gambit Declined: Orthodox Defense, Rubinstein Attack",16,0,24,37,,
1. Nf3 d5 2. b3 c5 3. e4,A06,Nimzo-Larsen Attack: Norfolk Gambit,16,0,-49,-36,,
1. d4 d5 2. Nf3 Nf6 3. c4 e6 4. Nc3 Be7 5. Bg5 O-O 6. e3 Nbd7 7. Qb3,D60,"Queen's Gambit Declined: Orthodox Defense, Rauzer Variation",16,0,16,25,,
1. e4 e6 2. d4 a6 3. c4 b5,C00,"French Defense: St. George Defense, Sanky-George Gambit",16,0,91,82,,
1. e4 d6 2. f4 d5 3. exd5 Nf6,B00,Rat Defense: Fuller Gambit,16,0,43,66,,
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. Nbd2 Bc5 10. Qe1,C80,"Ruy Lopez: Open, Bernstein Variation, Luther Line",16,0,30,39,,
1. e4 Nc6 2. Nf3 Nf6 3. e5 Ng4 4. d4 d6 5. h3 Nh6 6. Bb5,B00,"Nimzowitsch Defense: El Columpio Defense, Pin Variation",16,0,139,168,,
1. h3 e5 2. a3,A00,Global Opening,16,0,-51,-48,,
1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bg5 e6 7. Qd2 Be7 8. O-O-O O-O 9. f4 e5,B64,"Sicilian Defense: Richter-Rauzer Variation, Classical Variation",16,0,96,104,,
1. d4 Nf6 2. Bg5 Ne4 3. Bf4 g5,A45,Trompowsky Attack: Borg Variation,16,0,71,85,,
1. d4 Nf6 2. Nc3 d5 3. Qd3,A45,Amazon Attack: Siberian Attack,16,0,-75,-65,,
1. d4 Nf6 2. c4 d6 3. Nc3 e5 4. e3 Nbd7 5. Bd3,A54,Old Indian Defense: Duz-Khotimirsky Variation,16,0,24,27,,
1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c5 5. cxd5 Nxd5 6. e4 Nxc3 7. bxc3 cxd4 8. cxd4 Bb4+ 9. Bd2 Bxd2+ 10. Qxd2 O-O 11. Bb5,D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, Kmoch Variation",16,0,12,18,,
1. e4 e5 2. Qf3,C20,King's Pawn Game: Napoleon Attack,16,0,-33,-31,,
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bc5 5. O-O O-O 6. Nxe5 Nxe5 7. d4 Bd6 8. f4 Nc6 9. e5 Bb4,C48,"Four Knights Game: Spanish Variation, Bardeleben Variation",16,0,38,153,,
1. e4 Nf6 2. e5 Nd5 3. Bc4 Nb6 4. Bb3 c5 5. d3,B02,Alekhine Defense: Kmoch Variation,15,0,6,14,,
1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 Nf6,C33,"King's Gambit Accepted: Bishop's Gambit, First Jaenisch Variation",15,0,-76,-55,,
1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 O-O 5. e3 d6 6. Be2 Nbd7 7. O-O e5 8. dxe5 dxe5,E61,"King's Indian Defense: Semi-Classical Variation, Exchange Variation",15,0,-9,18,,
1. Nf3 g6 2. d4 Bg7 3. e4 d6 4. c4 c5 5. dxc5 Qa5+,A04,"Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation Accepted",15,0,64,68,,
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Bc5 10. Qd3 Ne7,C82,"Ruy Lopez: Open, Motzko Attack, Nenarokov Variation",15,0,38,58,,
1. e4 e5 2. Nf3 d6 3. d4 Nf6 4. dxe5 Nxe4 5. Nbd2,C41,"Philidor Defense: Nimzowitsch Variation, Sokolsky Variation",15,0,26,40,,
1. e4 e5 2. Nf3 d6 3. d4 exd4 4. Qxd4 Bd7,C41,Philidor Defense: Boden Variation,15,0,97,105,,
1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. Bb5+ c6 7. dxc6 bxc6 8. Qf3 Qc7 9. Bd3,C58,"Italian Game: Two Knights Defense, Paoli Variation",15,0,67,81,,
1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. Nf3 g6 5. g3 Bg7 6. Bg2 e5,A16,"English Opening: Anglo-GrÃ¼nfeld Defense, Korchnoi Variation",15,0,27,30,,
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5,C47,Four Knights Game: Halloween Gambit,15,0,-202,-186,,
1. e4 Na6,B00,Lemming Defense,15,0,114,130,,
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. Qe2 b5 6. Bb3 Be7 7. d4 d6 8. c3 Bg4,C77,"Ruy Lopez: Wormald Attack, GrÃ¼nfeld Variation",15,0,9,11,,
1. e4 c5 2. Nc3 Nc6 3. g4,B23,"Sicilian Defense: Closed, Grob Attack",15,0,-66,-67,,
1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Ne2 cxd4 6. exd4 O-O 7. c5,E42,"Nimzo-Indian Defense: HÃ¼bner Variation, Rubinstein Variation, Sherbakov Attack",15,0,-12,-6,,
1. e4 Nf6 2. Bc4 Nxe4 3. Bxf7+,B02,"Alekhine Defense: Krejcik Variation, Krejcik Gambit",15,0,-102,-115,,
1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Qe7 5. d4 Bb6 6. O-O d6 7. a4 a6 8. h3 Nf6 9. Re1,C53,"Italian Game: Classical Variation, Tarrasch Variation",15,0,102,101,,
1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 exd4 7. O-O d3,C52,"Italian Game: Evans Gambit, Dufresne Defense",15,0,28,29,,
1. Na3,A00,Sodium Attack,15,0,-68,-58,,
1. e4 e6 2. d4 d5 3. Nc3 a6 4. Nf3 Nf6 5. e5 Nfd7 6. Ne2,C11,French Defense: Steinitz Variation,15,0,47,98,,
